,Input,Counter Tweet,Bleu Score,Cosine Similarity,Predicted Party,Actual Party
110,as a graduate of i am inspired to see this school leading the way to innovation and success in the 21st century economy,so inspired by the next generation of leaders stepping up and demanding more thank you to all the students participating in the national school walkout around the country your courage will help lead the way for change enough is enough,0.3277456805,0.6299574971,1,1
111,the sutherland springs community eeriences secondhand trauma again via,i am heartsick for the victims families and community of sutherland springs but i am more than heartsick i am angry,0.3123939937,0.5563725233,1,0
112,you took an oath to protect children students teachers and school leaders of all backgrounds do your job protect trans students,justice samuel alito administers the oath of office to our new epa administrator scott pruitt ok congratulations,0.512249032,0.5499324799,0,0
113,aul catherine glenn foster eertly elaining jurisprudence re similar week bills in the states highlighting the urgent need to protect both maternal health and the lives of preborn children,charlie and little ones like her are at the heart of the fight to protect our care the aca means their families can focus on what matters living their lives to the fullest not worrying about how to pay for their children health care,0.2696309345,0.6032545567,1,1
114,blasts the 'antiwomen march the 'mean girls need to take a look in the mirror,republicans cynically asking why dr. blasey ford did not come forward earlier should look in the mirror their shameful attacks show exactly why it is hard for survivors to come forward we should respect and listen to her not try to bully her into silence,0.05381887058,0.5572517514,1,1
115,as we celebrate christmas and the holiday season let us rededicate ourselves to a world of peace and economic social racial and environmental justice,wishing a happy passover to all those celebrating in america israel and around the world,0.4170066658,0.6977174282,0,0
116,wrapping up with more health care school choice intelligence and a guest appearance from on teletown hall,sec price md house democrats are prepared to fight graham cassidy to protect the health and well-being of all americans protect our care,0.6009638585,0.4881063104,1,1
117,if we are going to defend our country we need to make better use of innovation that occurs in the private sector our troops deserve the best and most reliable equipment to keep them safe fy1ndaa,if we are going to fix what is broken in our democracy and restore power to the people of this country we need to stand up to powerful institutions whether that is the healthcare industry the oil and gas lobby or sometimes our own party,0.151624617,0.6583104134,1,1
118,when we talk about bringing jobs to the community we need to dig deep has the company promised to hire in the existing community what is the quality of jobs how many are promised are these jobs lowwage or high wage are there benefits can people collectively bargain,million that is how many job openings there are across the country more jobs than people seeking them that forces companies to pay higher wages and benefits to attract workers,0.1840312894,0.7827234864,0,0
119,the us agency for global media is in profound need of new leadership scandal after scandal has arisen from poor management the agency still run by obamaera executives who are determined to preserve their influence and power and it shows,this administration trend toward decreasing transparency is frightening depriving the people of information and power we have already seen this in the creative edits made to the helsinki transcripts,0.2156011633,0.6474878788,1,1
120,alive from new york little boy at weeks looking a lot like his big sister iamprolife,hearing the heartbeat is a very exciting moment it is the moment they know their child is alive and that there is a very good chance they will be holding him/her in months march for life conference speaker g christiemd uniquefromdayone,0.4699606921,0.4671637416,0,1
121,i am far from it but thank you for your kind and encouraging words,thank you for the kind words,0.1416267794,0.7967662811,0,0
122,the trump admin claimed the avg american would see an increase of 4k a year b/c of tax cuts but after adjusting for inflation the avg hourly wage for workers was the same in june as it was in june gop tacam,since real donald trump signed the tax cuts and jobs act into law months ago of workers have higher take-home pay consumer confidence is at an 18-year high unemployment is at an 18-year low promise made promise kept,0.2390908584,0.7671536207,0,0
123,the first 100 days for the people were just the beginning excited about continuing to show the american people we are serious about fighting for their families each and every day,it is been two years since house gop offered the people a positive unified agenda a better way we are delivering on our promises and the american people are better off now watch live,0.1727833085,0.7574310303,0,0
124,it was an honor to host an iftar in the us capitol last night along with my congressional colleagues and this sacred tradition of breaking the daily fast during ramadan is a time for unity and fellowship,it is my honor to join rep bost and rep shimkus in welcoming my friend and colleague steve scalise to the 21st congressional prayer breakfast in collinsville he is a true reminder of the power of prayer,0.3737810509,0.6771505475,0,0
125,"michael cohen has not been held accountable for his lies, he should not be trusted",the president pardoned dinesh d'souza who was convicted for similar crimes that michael cohen is being investigated for it is troubling for me rep. lieu says,0.2606465462,0.7210794091,1,1
126,stripping away rights from millions of peaceful gun owners is not the answer,when washington liberals talk about gun control it is less about guns and more about control the goal of the left is now stripping away rights of law-abiding citizens in favor of giving more power to the government,0.1289614934,0.8071841598,0,1
127,listen to saying it is time to impeach listen to and and calling for an impeachment inquiry this is the the sound of congress coming to life and finally pushing back against a lawless and imperial presidency,happening now every week we learn more about the fbi/doj questionable actions during the election the doj can not investigate itself that is why we are calling for a second special counsel it is time,0.1529357046,0.7103264928,0,0
128,that is why congress has enacted bipartisan legislation to work with local communities to stop these heinous crimes bills to date,the people of new jersey sent me to congress because they are tired of partisan gridlock they want to see our congress get to work on legislation that will make people lives better this spending agreement is exactly the type of bipartisan bicameral legislation we need 1/,0.2540075964,0.7943140268,1,1
129,record breaking migration numbers reach highest point in years last month migration was up percent compared with april border crisis,the only crisis at our border is the humanitarian one caused by this administration cruel actions against immigrants and asylum seekers we must be better and in california we will be,0.5577503997,0.5997101068,1,1
130,skeptics the results of tax reform mere crumbs reality us workers see biggest pay benefit increase in years,on lawrence o'donnell show tonight i said that the tax reform act of which lowered the corporate tax rate by points led real wages to fall for years here is the data,0.2664492996,0.8054298162,1,1
131,must remove rep nunes of his chairmanship immediately,must-read rep. matt gaetz never say never on trump pardon because who knows what unfairness he will be subjected to via mediaite,0,0.6569772959,0,0
132,senate republicans confirmed a historic circuit court judges in which is the most in a president first year of office since the circuit courts were created in,tmrw house democrats will vote on hr1 the for the people act this act would take huuuge money out of politics clean up corruption ensure fair elections this bill is revolutionary b/c it is created for the people not special interests,0.5909442849,0.6157591343,1,1
133,with members of the ismaili community at the santa monica july 4th parade america is great,great to be in fort drum new york with our heroes,0.4144792037,0.5741785169,0,0
134,dreamers are our neighbors our children classmates and members of our military we see you we stand with you to defend daca,i appreciate the support of tedcruz and mike leefor utah these conservative fighters say they need reinforcements to stand with them see for yourself what they have to say about our campaign and share if you agree it is time to send in the marine to take back washington wisen,0.2390457219,0.6576225162,0,0
135,just introduced the rim of the valley preservation act to protect 11k acres of open space read more here,there is 580.2 million in neglected restoration projects on our public lands in az i introduced a bill to fix it,0.5555238068,0.6404508948,0,0
136,and i joined to discuss our efforts to uncover the truth behind highranking doj and fbi officials attempts to mislead americans if there were crimes they should be prosecuted to ensure what happened to never happens again,the american people deserve a clear understanding of what happened and what our vulnerabilities are so that this never happens again,0.1093102918,0.7264697552,1,1
137,the current system for funding wildfire prevention recovery and forest health is broken our bill provides a fix,the administration is trying to 'fix the va but for who they are trying to fix it for big pharma insurance companies and a for-profit industry that does not put veterans health care first aoc at the saving va healthcare town hall the bronx,0.6315552372,0.6492682099,1,0
138,"historic we just secured the largest new wilderness addition in new mexico since more than 270,000 acres this is going to make a huge difference in protecting special places like organ mountainsdesert peaks and rio grande del norte","historic we just secured the largest new wilderness addition in new mexico since more than 270,000 acres this is going to make a huge difference in protecting special places like organ mountains-desert peaks and rio grande del norte",0.9299238452,1.000000238,1,0
139,andy mccabe just defended his book tour as speaking truth to power mccabe lied to james comey he lied to the inspector general he lied to fbi investigators mccabe has a funny definition of speaking truth,the president says it is irrelevant whether he lied about dictating don jr. statement on the trump tower meeting because he was just being dishonest with the public no wonder he is trying to dodge answering special counsel mueller questions when he would be under oath,0.2320305803,0.8009046316,1,1
140,fact paris climate agreement pledged to spend trillions of dollars we do not have to shut down critical business all to maybe lower the global tempature by degree in years was correct to exit this horrible deal,today i joined sen markey to sound the alarm on climate change we need immediate action we only have years to slash greenhouse gas emissions in half years to prevent catastrophe that is the conclusion of scientists from 40+ countries,0.7071067812,0.7505611181,1,1
141,big vote coming up on cruz amendment which would block dc from reimposing an even more draconian obamacare individual mandate tax locally thank you vote yes,even with a proposed fix the gop tax scam repeal of the aca individual mandate is opposed by major national patient advocacy groups because it puts affordable care in jeopardy,0.2603965252,0.8152627945,1,1
142,tune in as i speak with reporters following attorney general barr testimony in the senate and as we look ahead to the house vote today on hr the climateactionnow act,tune in tomorrow at am when i will be at the playbookbreakfast discussing the new senate will be live on cspan 2. cc politico,0.2613461581,0.7992582321,0,0
143,"if you are married the first 24,000 you earn combined will not be taxed under the tax cuts and jobs act","instead of debating a marginal tax rate on the as most americans support the right pretends we are proposing a tax on all income that is simply not true if you make 10,000,001 a year a rate only applies to the last totaling cents",0.2466290483,0.7808617353,1,1
144,if advocating for commonsense gun safety reforms gives an rating i can live with that stop gun violence,the stop school violence act which i will be joining senorrinhatch to push for in the senate will provide states the justice dept grants to fund programs to stop gun violence before it happens,0.1291856549,0.7316857576,0,0
145,it is amazing that a federal district court just struck down california 10round magazine ban in an supported case 2a,just months ago mississippi 15-week abortion ban was struck down by the courts as unconstitutional so what does phil bryant ms do sign a 6-week ban into law a ban that is also unconstitutional extreme and dangerous for mississippians shameful,0.2588173346,0.7631859779,1,1
146,the british and canadian systems routinely deny access to care largely through long waiting lists and elimination of access to advanced medical treatments including cancer drugs,the british and canadian systems routinely deny access to care largely through long waiting lists and elimination of access to advanced medical treatments including cancer drugs,1,1.000000238,0,1
147,the administration is chipping away at lgbtq people rights when lgbtq people already eerience greater barriers to accessing health care than nonlgbtq people learn more tracking trump,liberal activists understand the importance of manipulating the census to advance their progressive causes and have long made clear they will use congress and the courts to impose their will on the administration,0.2308683155,0.6467008591,0,0
148,the midterms were clear we want more access to health care not less now the time to protect and eand access to abortion how new york reprorights advocates are doing just that pass rha,so many around the country have been hurt by rising premiums and reduced access to health care it is time to repealand replace obamacare,0.08297431888,0.7802907228,0,0
149,house republicans are intent on labeling their antifamily immigration legislation as a compromise it must be a compromise with the devil because it is not a compromise with democrats,democrats will have a unanimous vote on a issue in opposing republican senators tomorrow the dems are for open borders and crime,0.5257115692,0.8185030222,0,0
150,donald trump is a stain on justice and embodies the worst most ignorant corners of our country racial legacy,donald trump on accusations of racism it is the oldest play in the democratic playbook,0.314898888,0.7680388689,0,0
151,it is a fact that democrats supported the confederacy jim crow laws segregation the kkk japanese internment camps yet republicans are accused of being the party of racism,to those gop members who do not recall the president statements and those who were in the meeting have stayed shamefully silent on the issue the time has passed to put country over party censure trump root out racism,0.5983790078,0.7114312649,1,1
152,weird months is not enough time to prep strange how the people they all targeted were fine with testifying before these committees in my case for hours but they people in charge of the witch hunt they created will not i wonder why what a joke,new mueller indictments come just hours after potus called the mueller probe again a witch hunt before these new indictments mueller probe has already brought criminal charges against people and companies with guilty pleas and individual sentenced,0.2673331845,0.6263310909,1,1
153,cohen lied,he lied and your reporter should have said so while he was lying,0.5266403878,0.5619446635,1,1
154,donald trump must immediately cancel his meeting with putin protect our democracy,pelosi and schumer pretend to be for transparency and then they shut out the media from their meeting with real donald trump to hide their radicalism and open border globalist views from the american people,0.2863424631,0.7870846391,0,0
155,"to curb chicago gun violence, people need to take personal responsibility","facts about chicago with america strictest gun laws in people were gunned down in chicago 1,785 shootings in chicago this year killed people were shot and were killed last weekend a person is shot every hours and murdered hours this year in chicago",0.5139409226,0.7358981371,0,1
156,"the gop tacam is an attack on hardworking americans the nonpartisan cbo finds that by most people earning less than 75,000 a year would be worse off","democrats think that 1,000 does not goes very far for almost anyone tell that to the hundreds of thousands of american workers for have received some sort of bonus or wage increase due to tax reform in the tax cutsand jobs act",0.516973154,0.8426333666,0,0
157,the house judiciary committee is planning on hosting a hearing in the coming weeks addressing the rise of white nationalism in the us and the hate crime and hate speech surrounding the movement two sources with direct knowledge tell the daily beast,getting ready to be on foxandfriends to talk about the importance of my anti-semitism awareness act the rise in anti-semitic rhetoric and incidents across our nation must be met with unwavering condemnation,0.2192439173,0.7204666138,0,0
158,the only wh documents republicans want revealed before judge kavanaugh hearing are documents that have been prescreened and handpicked by his former deputy who is also steve bannon and don mcgahn lawyer you can not make this up what are they hiding,it is concerning that mr. mc cabe was allowed to stay at the fbi as long as he did it is also concerning that the fbi has continued to drag its feet on turning over documents to the house judiciary committee and other groups who have requested fbi documents through foia requests,0.2413610839,0.7809234858,0,0
159,us war crimes in yemen are a serious problem,just returned from oversight visit to u.s. counterterrorism programs in kenya somalia and djibouti very grateful to our brave military and intelligence officials who are working with our partners in e. africa to defeat al-shabaab and isis in somalia and aqap in yemen,0.2018835241,0.6914216876,0,0
160,president announced an agreement w/ canada and mexico to lift the steel and aluminum tariffs within days the president is doing his part democrats need to work with congressional republicans to ratify the usmca,time and again the president has threatened to use the government of the american people as a bargaining chip for his wall the president should leave his threats behind and work with congress republicans and democrats on a bipartisan path forward,0.3548398402,0.748059988,1,1
161,we should treat immigrants and refugees humanely cancel trump immigration polices no fees for citizenship applications and have a pathway to citizenship for the undocumented,securing america future act would have fulfilled many of real donald trump immigration priorities implementing mandatory e-verify ending chain migration ending diversity visa lottery ensuring there was no path to citizenship for daca recipients and building a border wall,0.1489630168,0.8816005588,0,0
162,thinking of the virginia beach community the families forever changed the lives cut short by gun violence and the inaction in this country to prevent it i want to work with you to meet this crisis with the urgency it demands and finally end this epidemic,defeating this epidemic will require the commitment of every state local and federal agency failure is not an option addiction is not our future we will liberate our country from this crisis crisis next door,0.2486856375,0.7135525942,0,0
163,we need the facts the truth full accountability and real justice for what happened to our country in 2016 we need to do the right thing for our democracy and we need to do it now congress should begin impeachment proceedings,if atty gen sessions does not appoint a 2nd special counsel the clintons will get away with it again and the folks in the deep state will get away with it again we can do in congress to expose facts to tell the american people what happened we can not put handcuffs on anybody,0.2690638842,0.7743084431,0,0
164,instead of locking up kids and families who are seeking asylum we can connect them with case managers through the family case management program it will do a better job helping them follow our laws and it costs a tenth of the price,this is the border caravan being handed cash to illegally enter the us who is funding this who is behind this someone is sponsoring the erosion of our border and laws why is it fair they get to cut in line while immigrants across the rest of the world have to follow the law,0.2431266649,0.6155002117,0,0
165,climate change is here and we have got a deadline 12 years left to cut emissions in half a green new deal is our plan for a world and a future worth fighting for,the green new deal is not energy and climate policy it is a plan for government control over every american economic life,0.0846794843,0.7822948694,0,0
166,medicare for all is sound policy one may disagree with it but plenty of other countries have single payer and better outcomes than the us,do your homework ahead of the medicare for all hearing next tuesday we have got you covered a majority of americans oppose a plan that would under a medicare for all single payer health care system decrease access increase costs and decrease choices,0.1381864756,0.8570684195,0,0
167,the gop is working overtime to dismantle labor unions which are exceedingly popular with the american public unions secure higher wages and better work conditions we should support them even if we are not in one,structural economic changes is one of the major reasons why even with a booming economy and low unemployment paychecks are not rising fast enough compared to the cost of living many of the old ideas wont work we urgently need new ideas to address this,0.2790159394,0.6922746897,0,0
168,we can get universal day care  prek college and a student debt jubilee with a simple 2 percent wealth tax,"next year typical families of four earning 73,000 a year will get a tax cut of 2,059 this is real and meaningful savings for families all over america tax cutsand jobs act",0.6287167148,0.716039896,0,0
169,if mexico does not do more we will have over a million illegal immigrants from central america next year i do not like tariffs but in this case it is a national security issue and mexico needs to change their behavior,media rep swalwell to ana cabrera we have a net outflow of illegal immigration since in our country more illegal immigrants are going from the united states to mexico than the other way more of ericswalwell position on immigration here,0.2759697552,0.8668863773,1,1
170,i support president trumps decision to impose tariffs on mexico until they up their game to help us with our border disaster the illegal flows from central america must stop and mexico needs to do more,the american people do not want to spend billions of dollars on a wall which trump told us would be paid for by mexico they want to protect dreamers and working families,0.6426674771,0.8079917431,1,1
171,when it comes to mexico i will stand behind president trump regarding new initiatives to get mexico to up its game to stop the thousands of illegal immigrants coming from central america many with small children claiming asylum at the southern border,trump continues to lie and stoke fears about an imaginary crisis at our southern border the real crisis is with the thousands of federal workers and their families who are going unpaid can not make rent and pay their bills as a result of the trump shutdown,0.1325144575,0.7076453567,1,1
172,and as for me mueller case is over mr mueller has decided to move on and let the report speak for itself congress should follow his lead,democrats are obsessed with ag barr letter to congress but they seem to be forgetting that he allowed the mueller report to be released to the public in its entirety democrats got exactly what they asked for and it still was not enough when will they move on,0.251319307,0.7105215788,0,1
173,donald trump is doing a great job,donald trump has proven over and over again that he has unfit to be our commander-in-chief,0.3021375397,0.8518979549,1,1
174,i have a lot of sympathy for president trump i have never seen anybody treated this way,democrats hate trump a lot more than they love america,0.2121844479,0.7849812508,0,1
175,this president has cut back more federal regulation in 2 and a half years than any president in american history we have unleashed american energy the usmca along with other trade agreements is evidence that this president is focused on jobs focused on growth,press sec yesterday the president has been focused on north korea he has focused on trade deals he has focused on rebuilding our military the economy and that is what he has spending his time on not responding to other things potus today back to his usual focus himself,0.3588449364,0.7388650179,1,1
176,we can not continue to operate as a sovereign country with no borders and without enforcement of our law and mexico needs to enforce their southern border as well we are hopeful they will step up and help fix this problem,and brings millions of hardworking people into the formal economy fixes the family visa backlog upholds the rule of law and protects our borders and national security,0.2237474011,0.7018088698,1,1
177,democrats spent two years and over 30 million in taxpayer money lying saying there was proof of obstruction that there was proof of collusion there was none of it,with the president continuing to claim that the investigations have produced no evidence of collusion it is worth examining the public record after nine months of work reality diverges sharply from mr. trump vehement denials,0.2545984532,0.7650917768,1,1
178,climate change is a big hoax and we can not afford to fix it there are more important things to focus on,gaetz believes in climate change not epa routzen more,0.1145163829,0.7464213371,0,1
179,women should have the right to choose,how can the era claim to be for women while also enshrining the right to end a girl life before she is born what about equal rights for unborn women er ahearing,0.1280454837,0.7459210157,0,0
180,abortion is healthcare,abortion is health care,0.6389431042,0.9790378809,1,0
181,robert mueller statement makes clear that congress has a right we believe an obligation to continue our constitutionally mandated oversight without interference or stonewalling and follow the facts wherever they may lead,i experienced bad trade policy firsthand under the obama administration and believe it is time for congress to work with the president to restore power to the american people congress must restore its constitutional obligations cc sen mike lee,0.5983790078,0.7587400675,0,0
182,in the 21st century women must be able to make their own health care decisions when a woman is in control including having access to a safe legal abortion she can plan her future plan her family and stay independent and financially secure,the american people deserve more access to higher-quality lower-cost health care we should be able to keep the plans we like and the doctors we trust government-run health care like medicarefor all does the exact opposite,0.1401738851,0.5857622623,0,0
183,climate change poses an existential threat to all of us but the president and the trump administration are undermining the science we need to protect our families our security and our economy,house democrats message on earth day2019 a trillion gov't takeover of entire u.s. economy is the only solution to climate change house gop message on earth day we have bipartisan solutions to protect the environment the economy learn more,0.3490548038,0.7552574873,0,0
184,the gop and the lobbyists and the corporate funded think tanks are wrong about taxes we did not get any gdp or wage growth from the trump tax cuts we just got companies buying back shares and a bigger deficit,we have tried it the way of the left by raising taxes and growing government and that led to no wage growth and gdp growth under now we are going to try it the republican way by actually cutting taxes and letting the american people keep more of their own money in their pocket,0.264462806,0.8817884922,0,0
185,democrats one size fitsall health care system will not work the uscbo recently issued a report raising warning signs about government run health insurance including longer lines higher taxes and lower quality care,under the house gop the cost of prescription drugs keeps going up while seniors and working families are feeling the squeeze a democratic congress will work for the people to lower rx drug prices and health care costs for all americans,0.2642783184,0.8318215609,1,1
186,medicare for all will bankrupt medicare for current and future seniors and kick 150 million americans off their current insurance,medicare for all means expanded and improved medicare for everyone including current beneficiaries,0.1941219423,0.8971446753,1,1
187,thanks to republicans tax reform americas economy is strong healthy and growing,republicans gave huge tax cuts to corporations and the top now thanks to the gop tax scam millions of americans could be paying more in taxes for,0.2905080847,0.8348594904,1,1
188,the economy under trump is doing well all due to him,from sen sanders do not buy the lies trump and his billionaires might be doing well but the economy is not the best it is ever been at least not for working families,0.3264971029,0.83180058,1,1
189,kneeling during the national anthem is very disrespectful to our troops,trump will mock a veteran and war hero but is against taking a knee during our anthem because he thinks it is disrespectful to our military,0.1665383133,0.6971940994,1,1
190,guns are a fundamental right secured by the constitution,i will continue to defend the right to keep and bear arms and all our rights under the constitution as senator for the great state of texas 2a nra,0.2465422223,0.8412549496,0,1
191,the democrats treated kavanugh very poorly,jjauthor the democrats,0.2795279274,0.7853815556,1,1
192,kavanaugh should not be on the supreme court and now it is compromised,avenatti should appeal this all the way up to the supreme court,0.2567070566,0.8040950298,0,0
193,the green new deal is socialist and bad for the american people,the green new deal is trending in the united states,0.3366077358,0.736317873,1,1
194,the trans military ban is inhumane,the military can accept only qualified effective and able-bodied individuals anyone expected to need more than routine medical care is not qualified without this lawful ability to discriminate we would place our military in jeopardy of not being able to protect the nation,0.5139409226,0.6427924633,0,0
195,trump is a racist,did you know joe biden embraced segregation in claiming it was a matter of 'black pride' and he is the one that is saying trump is a racist,0.08055259302,0.8102635145,0,0
196,trans people should be treated equally,the equality act creates a special class of citizen on the basis of this belief and criminalizes public expression of disbelief it in no way validates trans people it only restricts the speech and freedom of people who think differently than the law permits,0.1803130734,0.7253582478,0,0
197,democrats are waging a war on christian values,democrats are standing up for women and families who suffer under the gop tax scam,0.3123939937,0.7508792281,1,0
198,guns do not kill people people kill people we need to improve mental health,every day in this country guns are used by good people to defend themselves against bad people and h.r is going to make it harder for them to get access to these guns this is a bad gun control bill that does nothing but criminalize law-abiding citizens,0.5401203412,0.7805426717,0,1
199,political correctness is ruining our country,racism homophobia sexism and anti-semitism are real in this country we have to deal with that sotu,0.4924790605,0.7252542377,1,1
200,trump is not a racist he has achieved the lowest unemployment rate for blacks and hispanics,trump has vilified mexicans and immigrants since day one of his campaign that is not what america stands for,0.3639412531,0.8198049068,1,1
201,russian collusion was a myth,we have very good circumstantial evidence that the trump team the family the businesses were eager to work and were working with the russians while the russians were helping them in the court of law that is enough democrat rep swalwell says about russian collusion,0.1782753104,0.6804715395,1,1
202,abortion is murder,abortion is a human right,0.5623413252,0.8896689415,1,1
203,mitch mcconnell is a terrible human being who chooses party over country,former pres obama the consequences of anybody sitting out of this election are profound the character of our country on the ballot,0.4617366309,0.7487924099,1,0
204,republicans choose party over country and do not care about what trump does and let him get away with everything,this man is going to win says reince of trump in erie he has going to save our country,0.5403952144,0.7459858656,0,0
205,the trump administration is trying to silence our nation scientists  but the facts speak for themselves the climate crisis is real and it has dangerous effects on our health and our future,patrick moore co-founder of greenpeace the whole climate crisis is not only fake news it is fake science there is no climate crisis there has weather and climate all around the world and in fact carbon dioxide is the main building block of all life foxandfriends wow,0.1226277103,0.7902324796,0,0
206,the trump administration is trying to remove protections for preexisting conditions,i am grateful the trump administration is unveiling its plan to pare back this unfair unworkable and likely illegal policy,0.1267371854,0.8254670501,0,0
207,college should be free for all americans,you do not need to go to college to be successful in america,0.6262844963,0.7140248418,0,0
208,arming teachers is a terrible idea for addressing gun violence,parkland shooting commission finds that arming some highly-trained teachers would help prevent school shootings d loesch joins me tonight,0.5695988433,0.8439306021,0,0
209,republicans want to take away healthcare because they are bought by health insurance companies,the choice is clear democrats want the government to take over your health care real donald trump and republicans want to improve quality reduce the price of prescription drugs restore the doctor-patient relationship and lower the costs,0.1339305793,0.8167836666,0,0
210,black lives matter is a terrorist organization,fact miami police department is a majority minority force white hispanic black the supposed racist police is actually made up of concerned committed community members who put their lives on the line to prevent more violence against their own neighborhood,0.2250265948,0.7691258192,0,1
211,the tax cut and jobs act will simplify our code and lower taxes tax reform,the senate tax bill is at root a middle-class tax hike to pay for a tax cut for the wealthy of households making 5+ million get a tax cut of household making 30k- 100k get a tax cut new analysis just out,0.2195364873,0.8690571189,1,1
212,today i introduced a bill to eliminate health care exemptions for members of congress in america lawmakers are not above the law,today i introduced a bill to eliminate health care exemptions for members of congress in america lawmakers are not above the law,1,1.000000119,0,1
213,american businesses are growing and hiring more workers trillions of dollars are coming back from overseas to be re-invested into our economy these are exactly the outcomes we thought would happen from tax reform,we have seen bankers who crashed our economy get bonuses while workers who brought our country back can not even get a raise that is not right it is time we built an economy that gives dignity to hard-working americans,0.2490328639,0.8448505402,1,1
214,given the latest allegations against judge kavanaugh republicans need to immediately suspend the proceedings related to his nomination and the president must order the fbi to reopen the background check investigation,must-watch i will be demanding answers from deputy ag rosenstein and fbi director wray about fbi and doj conduct during the election at today house judiciary hearing the doj needs to turn over all documents to the house immediately,0.6729864885,0.8657761216,0,0
215,their budget calls for massive cuts to education they cut 4.9 billion in year out of elementary and secondary education,democrats are happy to spend trillions of dollars each year on failed government programs yet they refuse to approve just billion for a wall,0.7071067812,0.7209295034,0,0
216,the person donald trump has nominated to lead the environmental protection agency does not believe climate change is a crisis that is not only a disgrace it is incredibly dangerous to the future of our planet,scott pruitt ok is dedicated to environmental protection and exceptionally qualified to lead the epa,0.07303009864,0.7327347398,0,0
217,the trump admin is using the courts to gut affordable care act protections including those for million americans with pre-existing conditions democrats just authorized the house to defend the aca against a suit trying to undermine the law we will protect americans care,today democrats in the house are holding their first ever hearing on their government takeover of the health care system that would abolish private health insurance coverage for million americans and result in trillion in tax increases,0.128080676,0.8235046864,0,0
218,march_for_life my only planned child is the one we adopted in fact probably the vast majority of humans have been unplanned throughout history when did lack of being plannned and plotted become a death sentence,the u.s. is one of the only countries where maternal mortality has risen in the past yrs while we debate abortion mothers are dying at a rate that is unheard of we rank 32nd out of the 35th richest nations when it comes to infant mortality stop the bans,0.6883338881,0.7021625042,1,1
219,despite real donald trump repeated claims the documents released today by the trump doj provide clear evidence of trump campaign official carter page coordination w/ russia to undermine and illegally influence the election,"50,302 the number of dollars spent per day on the mueller witch hunt the number of days spent fishing for a crime with no evidence 2,800 the number of subpoenas issued the number of americans indicted for colluding with russia the year trump will win re-election",0.624575655,0.7336968184,0,0
220,whether trump gag rule or sasse bill undermining the patient-doctor relationship means worsening the health care patients deserve and taking away access to crucial reproductive health care protect providers,imagine the lower costs and additional options patients could have if the senate followed the house action to repeal and replace obamacare with a patient-centered market-based health care system that prioritizes affordability quality and choice,0.2769413275,0.7136992216,0,0
221,we must prepare to take-on an administration that converts its hate rhetoric into hate actions we can not wait this must happen now,this evil anti-semitic attack is an assault on humanity it will take all of us working together to extract the poison of anti-semitism from our world we must unite to conquer hate,0.2788751999,0.7560762167,0,0
222,multiple huge lawsuits have proven that african americans w/ the same credit scores and incomes as whites are routinely charged higher interest rates on car loans tomorrow the senate including several democrats is voting to end protections from this,facts zero republican senators opposed the civil rights act of democrats filibustered for hours before voting against it to try and prevent blacks from voting,0.3998047049,0.6857537031,0,0
223,this country is stronger at home and abroad because of our policies that continue to help make americans better off now,america is strongest when we lead with our values at home and abroad,0.1156613246,0.7925245762,1,1
224,we need to build a wall to protect americans from mexicans illegally entering our country,build a wall of steel a wall as high as heaven against immigrants ku klux klan convention we know our history and we are determined not to repeat its darkest hour america is a nation of immigrants without immigrants we are not america,0.1128287848,0.8030229807,1,1
225,millions of women and countless survivors watched the senate testimony and they have been pleading with senators to reject brett kavanaugh supreme court nomination stop kavanaugh believe survivors,what do dick durbin dianne feinstein and patrick leahy all have in common they were all senators who voted not to convict democrat bill clinton in his impeachment trial yet they all presided over the failed public lynching of justice kavanaugh,0.6646247846,0.7626135349,0,0
,,,,,,
,,Averages,0.3368668036,0.7252248592,,